id,lotfrontage,lotarea,yearbuilt,yearremodadd,masvnrarea,bsmtfinsf1,bsmtfinsf2,bsmtunfsf,totalbsmtsf,firstflrsf,secondflrsf,lowqualfinsf,grlivarea,garagearea,wooddecksf,openporchsf,enclosedporch,threeseasonporch,screenporch,poolarea,miscval,saleprice,mszoning_encoded,street_encoded,alley_encoded,lotshape_encoded,landcontour_encoded,utilities_encoded,lotconfig_encoded,landslope_encoded,neighborhood_encoded,condition1_encoded,condition2_encoded,bldgtype_encoded,housestyle_encoded,roofstyle_encoded,roofmatl_encoded,exterior1st_encoded,exterior2nd_encoded,masvnrtype_encoded,exterqual_encoded,extercond_encoded,foundation_encoded,bsmtqual_encoded,bsmtcond_encoded,bsmtexposure_encoded,bsmtfintype1_encoded,bsmtfintype2_encoded,heating_encoded,heatingqc_encoded,centralair_encoded,electrical_encoded,kitchenqual_encoded,functional_encoded,fireplacequ_encoded,garagetype_encoded,garageyrblt_encoded,garagefinish_encoded,garagequal_encoded,garagecond_encoded,paveddrive_encoded,poolqc_encoded,fence_encoded,miscfeature_encoded,saletype_encoded,salecondition_encoded,mssubclass_encoded,overallqual_encoded,overallcond_encoded,bsmtfullbath_encoded,bsmthalfbath_encoded,fullbath_encoded,halfbath_encoded,bedroomabvgr_encoded,kitchenabvgr_encoded,totrmsabvgrd_encoded,fireplaces_encoded,garagecars_encoded,mosold_encoded,yrsold_encoded
81,100,13000,1968,1968,576,448,0,448,896,1182,960,0,2142,509,0,72,0,0,252,0,0,193500.0,4,1,1,3,3,0,0,0,12,2,2,0,5,1,0,12,14,1,3,2,1,2,4,3,5,6,1,4,1,4,2,7,2,1,59,0,5,5,2,3,4,1,9,4,5,5,5,0,0,2,1,4,1,6,1,1,5,3
82,32,4500,1998,1998,443,1201,0,36,1237,1337,0,0,1337,405,0,199,0,0,0,0,0,153500.0,5,1,1,3,3,0,2,0,11,2,2,4,2,3,0,12,14,1,3,2,2,0,1,3,2,6,1,0,1,4,4,7,3,1,89,0,5,5,2,3,4,1,9,4,11,5,4,1,0,2,0,2,1,3,0,2,2,0
83,78,10206,2007,2007,468,33,0,1530,1563,1563,0,0,1563,758,144,99,0,0,0,0,0,245000.0,4,1,1,3,3,0,4,0,21,2,2,0,2,1,0,12,14,3,3,4,2,2,4,3,2,6,1,0,1,4,2,7,2,1,98,2,5,5,2,3,4,1,9,4,0,7,4,0,0,2,0,3,1,4,1,3,9,2
84,80,8892,1960,1960,66,0,0,1065,1065,1065,0,0,1065,461,74,0,0,0,0,0,0,126500.0,4,1,1,0,3,0,4,0,12,2,2,0,2,1,0,8,8,0,3,4,1,4,4,3,6,6,1,2,1,4,4,7,3,5,65,3,5,5,2,3,4,1,0,4,0,4,4,0,0,1,1,3,1,4,0,2,6,1
85,66,8530,1995,1996,22,0,0,384,384,804,670,0,1474,400,120,72,0,0,0,0,700,168500.0,4,1,1,0,3,0,4,0,8,2,2,0,7,1,0,6,6,1,3,4,2,2,4,3,6,6,1,2,1,4,4,7,5,3,86,0,5,5,2,3,4,3,9,4,8,6,4,0,0,2,1,3,1,5,1,2,4,3
86,121,16059,1991,1992,284,0,0,1288,1288,1301,1116,0,2417,462,127,82,0,0,0,0,0,260000.0,4,1,1,3,3,0,0,0,15,2,2,0,5,3,0,6,6,1,2,4,1,2,4,3,6,6,1,0,1,4,2,7,5,1,82,3,5,5,2,3,4,1,9,4,5,7,4,0,0,2,1,4,1,7,1,2,3,0
87,122,11911,2005,2005,0,0,0,684,684,684,876,0,1560,400,100,38,0,0,0,0,0,174000.0,4,1,1,1,3,0,4,0,8,2,2,0,5,1,0,12,14,2,2,4,2,2,4,0,6,6,1,0,1,4,2,7,2,3,96,0,5,5,2,3,4,1,9,4,5,5,4,0,0,2,1,3,1,4,1,2,2,3
88,40,3951,2009,2009,76,0,0,612,612,612,612,0,1224,528,0,234,0,0,0,0,0,164500.0,1,1,2,3,3,0,0,0,21,2,2,4,5,1,0,12,14,3,2,4,2,2,4,0,6,6,1,0,1,4,2,7,3,5,100,2,5,5,2,3,4,1,6,5,13,5,4,0,0,2,1,2,1,2,0,2,5,3
90,60,8070,1994,1995,0,588,0,402,990,990,0,0,990,0,0,0,0,0,0,0,0,123600.0,4,1,1,3,3,0,4,0,5,2,2,0,2,1,0,12,14,2,3,4,2,2,4,3,2,6,1,0,1,4,4,7,3,6,103,1,3,3,2,3,4,1,9,4,0,3,4,1,0,1,0,3,1,3,0,0,7,1
91,60,7200,1950,1950,0,0,0,0,0,1040,0,0,1040,420,0,29,0,0,0,0,0,109900.0,4,1,1,3,3,0,4,0,12,2,2,0,2,1,0,3,15,2,3,4,3,3,2,4,4,4,1,4,1,0,4,7,3,5,41,3,5,5,2,3,4,1,9,4,0,3,4,0,0,1,0,2,1,2,0,2,6,0
93,80,13360,1921,2006,0,713,0,163,876,964,0,0,964,432,0,0,44,0,0,0,0,163500.0,4,1,0,0,1,0,4,0,6,2,2,0,2,1,0,13,15,2,3,2,0,2,4,3,0,6,1,0,1,4,4,7,3,5,13,3,5,5,2,3,4,1,9,4,1,4,6,1,0,1,0,2,1,3,0,2,7,3
94,60,7200,1910,1998,0,1046,0,168,1214,1260,1031,0,2291,506,0,0,0,0,99,0,0,133900.0,0,1,1,3,3,0,0,0,17,2,2,1,4,3,0,8,8,2,3,4,0,4,0,2,5,6,2,0,0,4,4,7,2,5,2,3,5,5,2,3,4,1,9,4,15,5,5,0,1,2,0,4,2,7,1,2,10,1
95,69,9337,1997,1997,0,648,0,176,824,905,881,0,1786,684,0,162,0,0,0,0,0,204750.0,4,1,1,0,3,0,4,0,5,2,2,0,5,1,0,12,14,2,3,2,2,2,4,3,2,6,1,0,1,4,2,7,3,1,88,2,5,5,2,3,4,1,9,4,5,5,4,1,0,2,1,3,1,5,0,2,4,1
96,68,9765,1993,1993,68,310,0,370,680,680,790,0,1470,420,232,63,0,0,0,0,480,185000.0,4,1,1,1,3,0,0,0,8,2,2,0,5,1,0,12,14,1,0,2,2,2,1,3,0,6,1,2,1,4,4,7,5,3,84,0,5,5,2,3,4,3,9,4,5,5,7,0,0,2,1,3,1,4,1,2,3,3
97,78,10264,1999,1999,183,1162,0,426,1588,1588,0,0,1588,472,158,29,0,0,0,0,0,214000.0,4,1,1,0,3,0,4,0,5,2,2,0,2,1,0,12,14,1,2,4,2,2,4,0,0,6,1,0,1,4,2,7,3,1,90,2,5,5,2,3,4,1,9,4,0,6,4,0,0,2,0,3,1,4,0,2,7,0
98,73,10921,1965,1965,48,520,0,440,960,960,0,0,960,432,120,0,0,0,0,0,0,94750.0,4,1,1,3,1,0,4,0,7,2,2,0,2,3,0,6,6,1,3,4,1,4,4,3,5,6,1,4,1,1,4,7,3,1,56,0,5,5,1,3,4,1,9,4,0,3,4,1,0,1,0,3,1,4,0,1,4,1
100,77,9320,1959,1959,0,569,0,381,950,1225,0,0,1225,0,352,0,0,0,0,0,400,128950.0,4,1,1,0,3,0,4,0,12,2,2,0,2,1,0,10,11,2,3,4,1,4,4,3,0,6,1,1,1,4,4,7,3,6,103,1,3,3,2,3,4,3,9,4,0,3,4,1,0,1,1,3,1,4,0,0,0,4
101,78,10603,1977,2001,28,1200,0,410,1610,1610,0,0,1610,480,168,68,0,0,0,0,0,205000.0,4,1,1,0,3,0,4,0,14,2,2,0,2,1,0,10,11,1,3,4,2,4,4,2,0,6,1,2,1,4,2,7,5,1,68,2,5,5,2,3,4,1,9,4,0,5,6,1,0,2,0,3,1,4,2,2,1,4
102,77,9206,1985,1985,336,0,0,741,741,977,755,0,1732,476,192,46,0,0,0,0,0,178000.0,4,1,1,3,3,0,4,0,20,2,2,0,5,1,0,6,6,1,2,4,1,2,4,3,6,6,1,4,1,4,2,7,5,1,76,0,5,5,2,3,4,1,9,4,5,5,4,0,0,2,1,3,1,5,1,2,5,4
103,64,7018,1979,1979,0,0,0,0,0,1535,0,0,1535,410,0,0,0,0,0,0,0,118964.0,4,1,1,3,0,0,4,0,20,2,2,2,2,1,0,6,6,2,3,1,3,3,2,4,4,4,1,4,1,4,4,7,3,1,70,3,5,5,2,3,4,1,9,2,10,4,4,0,0,2,0,4,2,6,0,2,5,3
104,94,10402,2009,2009,0,0,0,1226,1226,1226,0,0,1226,740,0,36,0,0,0,0,0,198900.0,4,1,1,0,3,0,0,0,5,2,2,0,2,1,0,12,14,2,3,4,2,2,4,3,6,6,1,0,1,4,2,7,3,1,100,2,5,5,2,3,4,1,9,4,0,6,4,0,0,2,0,3,1,4,0,3,4,4
105,60,7758,1931,1950,600,224,0,816,1040,1226,592,0,1818,240,0,0,0,0,184,0,0,169500.0,5,1,1,3,3,0,0,0,9,2,2,0,0,1,0,11,13,1,3,1,2,4,4,3,3,6,1,0,1,1,4,7,5,5,42,3,5,5,2,3,4,1,9,4,4,6,3,0,0,1,1,4,1,5,2,1,5,1
106,75,9375,2003,2004,768,0,0,1053,1053,1053,939,0,1992,648,140,45,0,0,0,0,0,250000.0,1,1,1,3,3,0,4,0,21,2,2,0,5,3,0,12,14,1,2,4,2,0,4,3,6,6,1,0,1,4,2,7,2,1,94,2,5,5,2,3,4,1,9,4,5,7,4,0,0,2,1,3,1,7,1,2,7,2
107,60,10800,1885,1995,0,0,0,641,641,1047,0,0,1047,273,0,0,0,0,0,0,450,100000.0,5,1,0,3,3,0,4,0,17,2,2,0,2,4,0,12,14,2,3,4,0,1,4,3,6,6,1,2,1,4,4,7,3,5,45,3,1,1,0,3,4,3,9,4,1,3,6,0,0,1,0,2,1,4,0,1,7,1
108,50,6000,1948,1950,0,104,169,516,789,789,0,0,789,250,0,0,0,0,0,0,0,115000.0,5,1,1,3,3,0,4,0,17,2,2,0,2,1,0,12,14,2,3,4,1,4,4,3,0,1,1,0,1,4,4,7,3,5,39,3,5,5,2,3,4,1,9,5,0,4,4,0,0,1,0,2,1,3,0,1,3,2
109,85,8500,1919,2005,0,0,0,793,793,997,520,0,1517,0,0,0,144,0,0,0,0,115000.0,5,1,1,3,3,0,0,0,9,0,2,0,0,1,0,5,5,2,3,4,1,4,4,3,6,6,2,4,0,1,1,7,3,6,103,1,3,3,0,3,4,1,9,4,4,4,6,0,0,2,0,3,1,5,0,0,7,1
110,105,11751,1977,1977,480,705,0,1139,1844,1844,0,0,1844,546,0,122,0,0,0,0,0,190000.0,4,1,1,0,3,0,4,0,14,2,2,0,2,3,0,10,11,1,3,4,1,2,4,3,1,6,1,0,1,4,4,7,5,1,68,2,5,5,2,3,2,1,0,4,0,5,5,0,0,2,0,3,1,5,1,2,0,4
111,75,9525,1954,1972,0,444,0,550,994,1216,639,0,1855,325,182,0,0,0,0,0,0,136900.0,4,1,1,3,3,0,4,0,7,2,2,0,0,1,0,13,15,2,3,4,1,4,0,3,5,6,1,2,1,4,4,7,3,1,45,3,5,5,2,3,4,1,9,4,4,5,3,0,0,2,0,4,1,5,0,1,9,0
112,62,7750,2000,2000,0,250,0,134,384,774,656,0,1430,400,180,0,0,0,0,0,0,180000.0,4,1,1,0,3,0,4,0,8,2,2,0,7,1,0,12,14,2,3,4,2,2,4,3,2,6,1,0,1,4,4,7,5,3,91,0,5,5,2,3,4,1,9,4,8,6,4,0,0,2,1,3,1,5,1,2,3,4
113,77,9965,2007,2007,220,984,0,280,1264,1282,1414,0,2696,792,120,184,0,0,168,0,0,383970.0,4,1,1,3,3,0,4,0,5,2,2,0,5,1,0,12,14,3,2,4,2,0,4,0,2,6,1,0,1,4,0,7,2,3,98,0,5,5,2,3,4,1,6,5,5,6,4,1,0,2,1,4,1,8,1,3,9,1
115,61,7259,1945,2002,0,774,150,104,1028,1436,884,0,2320,180,224,0,0,0,0,0,0,259500.0,4,1,1,0,3,0,4,1,6,2,2,0,5,2,0,13,15,2,3,4,1,4,4,3,0,3,1,0,1,4,2,7,5,5,36,3,5,5,2,3,2,1,9,4,6,5,7,1,0,2,1,3,1,7,1,1,6,1
116,34,3230,1999,1999,1129,419,0,310,729,729,729,0,1458,440,0,32,0,0,0,0,0,176000.0,1,1,2,3,3,0,0,0,21,2,2,4,5,1,0,8,8,1,3,4,2,2,4,3,2,6,1,2,1,4,4,7,1,5,90,3,5,5,2,3,4,1,9,4,13,5,4,0,0,2,1,2,1,3,1,2,5,1
117,82,11616,1962,1962,116,170,670,252,1092,1092,0,0,1092,288,0,20,144,0,0,0,0,139000.0,4,1,1,3,3,0,4,0,19,2,2,0,2,1,0,13,15,1,3,4,1,4,4,3,3,1,1,4,1,4,4,7,4,1,53,3,5,5,2,3,4,1,9,4,0,4,4,0,1,1,0,3,1,4,1,1,8,3
118,74,8536,2006,2007,0,0,0,1125,1125,1125,0,0,1125,430,80,64,0,0,0,0,0,155000.0,4,1,1,3,3,0,0,0,7,2,2,0,2,1,0,12,14,2,3,4,2,2,4,3,6,6,1,2,1,4,4,7,3,1,98,3,5,5,2,3,4,1,6,5,0,4,4,0,0,1,1,2,1,3,0,2,3,1
119,90,12376,1990,1990,0,1470,0,203,1673,1699,1523,0,3222,594,367,0,0,0,0,0,0,320000.0,4,1,1,3,3,0,0,0,20,2,2,0,5,3,0,10,11,2,3,4,2,2,4,2,2,6,1,2,1,4,2,7,5,1,81,3,5,5,2,3,4,1,9,4,5,6,4,1,0,3,0,5,1,9,2,3,4,4
120,65,8461,2005,2006,0,0,0,728,728,728,728,0,1456,390,0,24,0,0,0,0,0,163990.0,4,1,1,3,3,0,4,0,5,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,6,6,1,0,1,4,2,7,2,1,96,0,5,5,2,3,4,1,6,5,5,5,4,0,0,2,1,3,1,6,1,2,6,0
121,112,21453,1969,1969,0,938,0,0,938,988,0,0,988,540,0,130,0,130,0,0,0,180000.0,4,1,1,0,2,0,1,2,4,2,2,0,7,0,2,10,11,2,3,4,1,4,4,1,0,6,1,0,1,4,4,7,5,1,60,3,5,5,2,3,4,1,9,4,8,5,4,1,0,1,0,1,1,2,2,2,9,0
122,50,6060,1939,1950,0,0,0,732,732,772,351,0,1123,264,0,0,140,0,0,0,0,100000.0,5,1,1,3,3,0,4,0,9,2,2,0,0,1,0,0,0,2,3,4,2,4,4,3,6,6,1,2,1,4,4,7,3,5,70,3,5,5,1,3,2,1,9,4,4,3,4,0,0,1,0,3,1,2,0,1,5,1
123,75,9464,1958,1958,135,570,0,510,1080,1080,0,0,1080,288,0,0,0,0,130,0,0,136000.0,4,1,1,3,3,0,0,0,12,2,2,0,2,3,0,8,8,1,3,2,1,4,4,3,1,6,1,2,1,4,4,7,3,1,49,3,5,5,2,3,4,1,9,4,0,5,6,0,0,1,0,3,1,3,0,1,5,2
124,55,7892,1993,1993,0,300,0,899,1199,1199,0,0,1199,530,0,63,0,0,0,0,0,153900.0,4,1,1,3,3,0,4,0,20,2,2,4,2,1,0,10,11,2,2,4,2,2,4,3,2,6,1,0,1,4,2,7,3,1,84,2,5,5,2,3,4,1,9,4,11,5,4,0,0,2,0,2,1,3,0,2,2,2
125,48,17043,1979,1998,0,0,0,1362,1362,1586,0,0,1586,435,192,0,0,0,0,0,0,181000.0,4,1,1,0,3,0,1,0,14,2,2,0,2,1,0,6,6,2,3,2,1,2,0,3,6,6,1,4,1,4,4,7,5,1,70,3,5,5,2,3,4,1,9,4,0,5,4,0,0,2,0,3,1,5,1,2,0,3
126,60,6780,1935,1982,0,490,0,30,520,520,0,234,754,0,53,0,0,0,0,0,0,84500.0,5,1,1,3,3,0,4,0,9,2,2,1,0,1,0,13,15,2,3,1,1,4,4,0,2,6,1,2,0,4,4,7,3,6,103,1,3,3,0,3,4,1,9,4,15,5,7,1,0,1,0,2,1,3,0,0,5,0
127,47,4928,1976,1976,0,120,0,958,1078,958,0,0,958,440,0,205,0,0,0,0,0,128000.0,4,1,1,0,3,0,4,0,13,2,2,4,2,1,0,10,11,2,3,4,1,2,4,3,0,6,1,4,1,4,4,7,5,1,68,2,5,5,2,3,4,1,9,4,11,5,4,0,0,2,0,2,1,3,1,2,1,1
128,55,4388,1930,1950,0,116,0,556,672,840,0,0,840,0,0,0,0,0,0,0,0,87000.0,5,1,1,0,0,0,4,0,17,1,2,0,1,1,0,14,15,2,3,2,0,4,4,3,3,6,1,0,1,4,4,7,5,6,103,1,3,3,0,3,4,1,9,4,3,4,6,0,0,1,0,3,1,3,1,0,5,1
129,69,7590,1966,1966,266,512,0,148,660,660,688,0,1348,453,188,108,0,0,0,0,0,155000.0,4,1,1,3,3,0,4,0,12,4,2,0,5,1,0,12,14,1,3,4,1,4,4,3,1,6,1,4,1,4,4,7,1,1,57,2,5,5,2,3,4,1,9,4,5,5,4,0,0,1,1,3,1,4,1,2,6,0
131,88,14200,1966,1966,309,445,0,479,924,1216,941,0,2157,487,105,66,0,0,0,0,0,226000.0,4,1,1,3,3,0,0,0,12,2,2,0,5,1,0,8,8,1,3,4,1,4,4,3,5,6,1,0,1,4,2,7,2,1,57,0,5,5,2,3,0,1,9,4,5,6,5,0,0,2,1,4,1,6,2,2,4,0
132,87,12224,2000,2000,40,695,0,297,992,1022,1032,0,2054,390,24,48,0,0,0,0,0,244000.0,4,1,1,0,3,0,0,0,8,2,2,0,5,1,0,12,14,1,2,4,2,2,4,3,2,6,1,0,1,4,2,7,5,3,91,2,5,5,2,3,4,1,9,4,5,5,4,1,0,2,1,3,1,5,1,2,6,3
133,75,7388,1959,2002,0,405,0,658,1063,1327,0,0,1327,624,0,0,0,0,0,0,0,150750.0,4,1,1,3,3,0,0,0,12,2,2,0,2,1,0,8,8,2,3,4,1,4,4,3,5,6,1,2,1,4,2,7,3,5,65,3,5,5,2,3,4,1,9,4,0,4,5,1,0,1,0,3,1,5,0,2,6,1
134,60,6853,2001,2002,136,1005,0,262,1267,1296,0,0,1296,471,192,25,0,0,0,0,0,220000.0,4,1,1,0,3,0,4,0,23,2,2,0,2,1,0,12,14,1,2,4,2,0,4,3,2,6,1,0,1,4,2,7,3,1,92,0,5,5,2,3,4,1,9,4,0,7,4,1,0,2,0,2,1,4,0,2,5,3
135,78,10335,1968,1993,0,570,0,891,1461,1721,0,0,1721,440,0,96,180,0,0,0,0,180000.0,4,1,1,0,3,0,4,0,19,2,2,0,2,1,0,10,11,2,3,4,1,4,4,3,5,6,1,2,1,4,4,2,5,1,59,2,5,5,2,3,2,1,9,4,0,4,5,0,0,2,1,3,1,5,1,2,6,0
136,80,10400,1970,1970,288,0,0,1304,1304,1682,0,0,1682,530,98,0,0,0,0,0,0,174000.0,4,1,1,3,3,0,4,0,14,2,2,0,2,3,0,10,11,1,3,4,2,4,4,3,6,6,1,2,1,4,4,7,2,1,61,3,5,5,2,3,2,1,9,4,0,6,5,0,0,2,0,3,1,5,1,2,4,2
137,92,10355,1967,1967,196,695,0,519,1214,1214,0,0,1214,318,0,111,0,0,0,0,0,143000.0,4,1,1,0,3,0,0,0,12,2,2,0,2,1,0,8,8,1,3,4,1,4,4,3,1,6,1,4,1,4,4,7,1,1,58,2,5,5,2,3,4,1,9,4,0,4,4,0,0,2,0,3,1,3,1,1,6,1
138,82,11070,1988,1989,70,0,0,1907,1907,1959,0,0,1959,766,0,0,0,0,0,0,0,171000.0,4,1,1,3,3,0,4,0,11,2,2,2,2,1,0,12,14,1,3,4,1,4,4,3,6,6,1,2,1,4,4,7,3,0,80,3,5,5,2,3,4,1,9,3,10,6,4,0,0,3,0,5,2,7,0,3,6,0
139,73,9066,1999,2000,320,668,0,336,1004,1004,848,0,1852,660,224,106,0,0,0,0,0,230000.0,4,1,1,0,3,0,4,0,5,2,2,0,5,1,0,12,14,1,2,4,2,2,4,2,2,6,1,0,1,4,2,7,5,1,90,0,5,5,2,3,0,1,9,4,5,7,4,0,0,2,1,3,1,5,2,3,11,2
140,65,15426,1997,1997,0,821,0,107,928,928,836,0,1764,470,276,99,0,0,0,0,0,231500.0,4,1,1,0,3,0,4,0,5,2,2,0,5,1,0,12,14,2,3,4,2,2,4,3,2,6,1,0,1,4,2,7,3,1,88,2,5,5,2,3,2,1,9,4,5,5,4,1,0,2,1,3,1,5,0,2,7,3
141,70,10500,1971,1971,0,432,0,432,864,864,0,0,864,0,0,0,0,0,0,0,0,115000.0,4,1,1,3,3,0,2,0,12,2,2,0,2,1,0,6,6,2,3,4,1,4,4,3,0,6,1,4,1,4,4,7,4,6,103,1,3,3,2,3,4,1,4,4,0,3,4,0,0,1,0,3,1,3,1,0,3,4
142,78,11645,2005,2005,0,1300,0,434,1734,1734,0,0,1734,660,160,24,0,0,0,0,0,260000.0,4,1,1,3,3,0,4,0,5,2,2,0,2,1,0,12,14,2,2,4,2,2,4,0,2,6,1,0,1,4,2,7,3,1,96,0,5,5,2,3,4,1,9,4,0,6,4,1,0,2,0,3,1,5,0,2,0,0
143,71,8520,1952,1952,0,507,0,403,910,910,475,0,1385,720,0,0,0,0,0,0,0,166000.0,4,1,1,3,3,0,0,0,12,0,2,0,0,1,0,3,15,2,3,1,1,4,4,3,5,6,1,1,1,4,4,7,3,5,91,3,5,5,2,3,2,1,9,4,4,4,3,0,0,2,0,4,1,4,0,2,5,4
144,78,10335,1999,1999,183,679,0,811,1490,1501,0,0,1501,577,144,29,0,0,0,0,0,204000.0,4,1,1,0,3,0,4,0,5,2,2,0,2,1,0,12,14,1,2,4,2,2,4,1,2,6,1,0,1,4,2,7,3,1,90,2,5,5,2,3,4,1,9,4,0,6,4,1,0,2,0,3,1,4,0,2,5,3
146,24,2522,2004,2006,50,0,0,970,970,970,739,0,1709,380,0,40,0,0,0,0,0,130000.0,5,1,1,3,3,0,4,0,7,2,2,3,5,1,0,12,14,3,2,4,2,2,4,3,6,6,1,0,1,4,2,0,3,5,95,3,5,5,2,3,4,1,9,4,13,5,4,0,0,2,0,3,1,5,0,2,3,0
147,51,6120,1931,1993,0,209,0,506,715,875,0,0,875,180,48,0,0,0,0,0,0,105000.0,5,1,1,3,3,0,0,0,3,2,2,0,2,1,0,13,15,2,3,4,0,4,4,3,1,6,1,4,1,0,4,7,3,5,23,3,1,5,2,3,4,1,9,4,1,4,6,1,0,1,0,2,1,3,0,1,10,3
148,74,9505,2001,2001,180,0,0,884,884,884,1151,0,2035,434,144,48,0,0,0,0,0,222500.0,4,1,1,0,3,0,1,0,8,2,2,0,5,1,0,12,14,1,2,4,2,2,4,3,6,6,1,0,1,4,2,7,2,3,92,0,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,3,1,6,1,2,4,4
149,63,7500,2004,2005,120,680,0,400,1080,1080,0,0,1080,0,0,0,0,0,0,0,0,141000.0,4,1,1,3,3,0,4,0,20,2,2,0,2,1,0,12,14,1,3,4,2,2,4,3,2,6,1,0,1,4,2,7,3,6,103,1,3,3,2,3,4,1,9,4,0,6,4,1,0,1,0,3,1,4,0,0,3,2
150,52,6240,1936,1950,0,0,0,896,896,896,448,0,1344,240,200,114,0,0,0,0,0,115000.0,5,1,1,3,3,0,4,0,3,2,2,0,0,1,0,8,8,2,3,4,0,2,4,3,6,6,1,2,1,0,4,7,3,5,28,3,1,5,2,3,4,1,9,4,4,4,3,0,0,1,0,3,1,5,0,1,3,0
151,120,10356,1975,1975,0,716,0,253,969,969,0,0,969,440,0,0,0,0,0,0,0,122000.0,4,1,1,3,3,0,0,0,5,2,2,0,2,1,0,6,6,2,3,4,1,4,4,0,1,6,1,4,1,4,4,7,3,1,66,3,5,5,2,3,2,1,9,4,0,4,5,0,0,1,1,3,1,3,0,2,0,1
152,107,13891,2007,2008,436,1400,0,310,1710,1710,0,0,1710,866,0,102,0,0,0,0,0,372402.0,4,1,1,3,3,0,4,0,16,2,2,0,2,3,0,12,14,3,2,4,2,0,4,1,2,6,1,0,1,4,2,7,2,1,98,2,5,5,2,3,4,1,6,5,0,7,4,1,0,2,0,2,1,4,1,3,0,2
153,99,14803,1971,1971,252,416,0,409,825,1097,896,0,1993,495,0,66,0,0,0,0,0,190000.0,4,1,1,0,3,0,1,0,14,2,2,0,5,1,0,6,6,1,3,4,1,4,4,3,5,6,1,2,1,4,4,7,2,1,62,2,5,5,2,3,1,1,9,4,5,5,4,0,0,2,1,4,1,6,1,2,5,0
154,90,13500,1960,1975,0,429,1080,93,1602,1252,0,0,1252,564,409,0,0,0,0,0,0,235000.0,4,1,1,3,3,0,4,0,4,2,2,0,2,0,0,3,11,2,3,4,1,2,4,1,1,0,1,2,1,4,4,7,2,1,51,2,5,5,2,3,4,1,9,4,0,5,6,1,0,1,0,1,1,2,1,2,2,2
155,84,11340,1923,1950,0,0,0,1200,1200,1200,0,0,1200,312,0,0,228,0,0,0,0,125000.0,5,1,1,3,3,0,0,0,17,2,2,0,2,1,0,13,15,2,3,4,0,4,4,3,6,6,1,4,1,0,4,7,3,5,15,3,1,1,2,3,4,1,9,3,1,5,4,0,0,1,0,4,1,5,0,1,2,0
156,60,9600,1924,1950,0,0,0,572,572,572,524,0,1096,0,0,8,128,0,0,0,0,79000.0,4,1,1,3,3,0,0,0,7,0,2,0,0,1,0,13,15,2,3,4,0,4,4,3,6,6,3,1,0,1,4,7,3,6,103,1,3,3,0,3,4,1,9,4,4,5,4,0,0,1,0,2,1,3,0,0,3,2
157,60,7200,1950,1950,0,0,0,0,0,1040,0,0,1040,625,0,0,0,0,0,0,0,109500.0,4,1,1,3,3,0,4,0,12,2,2,0,2,3,0,13,15,2,3,4,1,3,2,4,4,4,1,4,1,1,4,7,3,5,41,3,5,5,2,3,4,1,9,4,0,4,6,0,0,1,0,2,1,3,0,2,5,0
158,92,12003,2009,2010,84,0,0,774,774,774,1194,0,1968,680,0,75,0,0,0,0,0,269500.0,4,1,1,3,3,0,0,0,23,2,2,0,5,1,0,12,14,1,2,4,2,0,4,3,6,6,1,0,1,4,0,7,2,3,100,0,5,5,2,3,4,1,6,5,5,7,4,0,0,2,1,4,1,6,1,3,4,4
159,100,12552,2004,2005,0,222,0,769,991,991,956,0,1947,678,0,136,0,0,0,0,0,254900.0,1,1,1,3,3,0,0,0,21,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,2,6,1,0,1,4,2,7,2,1,95,2,5,5,2,3,1,1,9,4,5,6,4,0,0,2,1,3,1,6,1,2,4,4
160,134,19378,2005,2006,456,57,0,1335,1392,1392,1070,0,2462,576,239,132,0,168,0,0,0,320000.0,4,1,1,0,1,0,0,0,8,2,2,0,5,1,0,12,14,1,2,4,2,2,4,2,2,6,1,0,1,4,2,7,2,1,97,2,5,5,2,3,4,1,6,5,5,6,4,1,0,2,1,4,1,7,1,2,2,0
161,84,11120,1984,1984,0,660,0,572,1232,1232,0,0,1232,516,0,0,0,0,0,0,0,162500.0,4,1,1,0,3,0,1,0,24,2,2,0,2,1,0,10,11,2,3,4,2,2,4,3,1,6,1,4,1,4,4,7,3,1,75,3,5,5,2,3,4,1,9,4,0,5,5,0,0,2,0,3,1,4,0,2,5,2
162,110,13688,2003,2004,664,1016,0,556,1572,1572,1096,0,2668,726,400,0,0,0,0,0,0,412500.0,4,1,1,0,3,0,4,0,16,2,2,0,5,1,0,12,14,1,2,4,2,0,4,0,2,6,1,0,1,4,0,7,2,3,94,0,5,5,2,3,4,1,9,4,5,8,4,1,0,2,1,3,1,8,2,3,2,2
163,95,12182,2005,2005,226,1201,0,340,1541,1541,0,0,1541,532,0,70,0,0,0,0,0,220000.0,4,1,1,3,3,0,0,0,16,2,2,0,2,1,0,12,14,1,2,4,2,2,4,2,1,6,1,0,1,4,2,7,2,1,96,2,5,5,2,3,4,1,6,5,0,6,4,0,0,2,0,3,1,5,1,2,4,4
164,55,5500,1956,1956,0,0,0,882,882,882,0,0,882,0,0,0,0,0,0,0,0,103200.0,4,1,1,3,3,0,4,0,17,2,2,0,1,1,0,8,8,2,3,4,1,4,4,3,6,6,1,0,1,4,4,7,3,6,103,1,3,3,2,3,2,1,9,4,3,3,5,0,0,1,0,1,1,2,0,0,3,1
